	type	value	gset	source	perc
44563	"Random
subsampled RTs"	0.9334	ADaM2021	KY	0.45
44564	"Random
subsampled RTs"	0.9386	ADaM2021	KY	0.5
44565	"Random
subsampled RTs"	0.9353	ADaM2021	KY	0.55
44566	"Random
subsampled RTs"	0.9505	ADaM2021	KY	0.6
44567	"Random
subsampled RTs"	0.9598	ADaM2021	KY	0.65
44568	"Random
subsampled RTs"	0.966	ADaM2021	KY	0.7
44569	"Random
subsampled RTs"	0.968	ADaM2021	KY	0.75
44570	"Random
subsampled RTs"	0.974	ADaM2021	KY	0.8
44571	"Random
subsampled RTs"	0.975	ADaM2021	KY	0.85
44572	"Random
subsampled RTs"	0.9796	ADaM2021	KY	0.9
44573	"Random
subsampled RTs"	0.9823	ADaM2021	KY	0.95
44574	"Random
subsampled RTs"	0.7186	Hart2017	AVANA	0.05
44575	"Random
subsampled RTs"	0.7803	Hart2017	AVANA	0.1
44576	"Random
subsampled RTs"	0.7938	Hart2017	AVANA	0.15
44577	"Random
subsampled RTs"	0.8375	Hart2017	AVANA	0.2
44578	"Random
subsampled RTs"	0.8411	Hart2017	AVANA	0.25
44579	"Random
subsampled RTs"	0.8474	Hart2017	AVANA	0.3
44580	"Random
subsampled RTs"	0.8632	Hart2017	AVANA	0.35
44581	"Random
subsampled RTs"	0.851	Hart2017	AVANA	0.4
44582	"Random
subsampled RTs"	0.8785	Hart2017	AVANA	0.45
44583	"Random
subsampled RTs"	0.8766	Hart2017	AVANA	0.5
44584	"Random
subsampled RTs"	0.8785	Hart2017	AVANA	0.55
44585	"Random
subsampled RTs"	0.8975	Hart2017	AVANA	0.6
44586	"Random
subsampled RTs"	0.8972	Hart2017	AVANA	0.65
44587	"Random
subsampled RTs"	0.9053	Hart2017	AVANA	0.7
44588	"Random
subsampled RTs"	0.9128	Hart2017	AVANA	0.75
44589	"Random
subsampled RTs"	0.906	Hart2017	AVANA	0.8
44590	"Random
subsampled RTs"	0.9138	Hart2017	AVANA	0.85
44591	"Random
subsampled RTs"	0.9125	Hart2017	AVANA	0.9
44592	"Random
subsampled RTs"	0.9448	Hart2017	AVANA	0.95
44593	"Random
subsampled RTs"	0.8156	Hart2017	KY	0.05
44594	"Random
subsampled RTs"	0.835	Hart2017	KY	0.1
44595	"Random
subsampled RTs"	0.8676	Hart2017	KY	0.15
44596	"Random
subsampled RTs"	0.8717	Hart2017	KY	0.2
44597	"Random
subsampled RTs"	0.8877	Hart2017	KY	0.25
44598	"Random
subsampled RTs"	0.9103	Hart2017	KY	0.3
44599	"Random
subsampled RTs"	0.9032	Hart2017	KY	0.35
44600	"Random
subsampled RTs"	0.9007	Hart2017	KY	0.4
44601	"Random
subsampled RTs"	0.9199	Hart2017	KY	0.45
44602	"Random
subsampled RTs"	0.9369	Hart2017	KY	0.5
44603	"Random
subsampled RTs"	0.9415	Hart2017	KY	0.55
44604	"Random
subsampled RTs"	0.9426	Hart2017	KY	0.6
44605	"Random
subsampled RTs"	0.947	Hart2017	KY	0.65
44606	"Random
subsampled RTs"	0.9478	Hart2017	KY	0.7
44607	"Random
subsampled RTs"	0.9516	Hart2017	KY	0.75
44608	"Random
subsampled RTs"	0.9567	Hart2017	KY	0.8
44609	"Random
subsampled RTs"	0.972	Hart2017	KY	0.85
44610	"Random
subsampled RTs"	0.9716	Hart2017	KY	0.9
44611	"Random
subsampled RTs"	0.9793	Hart2017	KY	0.95
44612	"Random
subsampled RTs"	0.6056	ADaM2021	AVANA	0.05
44613	"Random
subsampled RTs"	0.8524	ADaM2021	AVANA	0.1
44614	"Random
subsampled RTs"	0.884	ADaM2021	AVANA	0.15
44615	"Random
subsampled RTs"	0.8821	ADaM2021	AVANA	0.2
44616	"Random
subsampled RTs"	0.8468	ADaM2021	AVANA	0.25
44617	"Random
subsampled RTs"	0.8637	ADaM2021	AVANA	0.3
44618	"Random
subsampled RTs"	0.8995	ADaM2021	AVANA	0.35
44619	"Random
subsampled RTs"	0.9005	ADaM2021	AVANA	0.4
44620	"Random
subsampled RTs"	0.9085	ADaM2021	AVANA	0.45
44621	"Random
subsampled RTs"	0.9088	ADaM2021	AVANA	0.5
44622	"Random
subsampled RTs"	0.928	ADaM2021	AVANA	0.55
44623	"Random
subsampled RTs"	0.9346	ADaM2021	AVANA	0.6
44624	"Random
subsampled RTs"	0.9336	ADaM2021	AVANA	0.65
44625	"Random
subsampled RTs"	0.944	ADaM2021	AVANA	0.7
44626	"Random
subsampled RTs"	0.9431	ADaM2021	AVANA	0.75
44627	"Random
subsampled RTs"	0.9451	ADaM2021	AVANA	0.8
44628	"Random
subsampled RTs"	0.9545	ADaM2021	AVANA	0.85
44629	"Random
subsampled RTs"	0.9592	ADaM2021	AVANA	0.9
44630	"Random
subsampled RTs"	0.9654	ADaM2021	AVANA	0.95
44631	"Random
subsampled RTs"	0.7358	ADaM2021	KY	0.05
44632	"Random
subsampled RTs"	0.8534	ADaM2021	KY	0.1
44633	"Random
subsampled RTs"	0.8967	ADaM2021	KY	0.15
44634	"Random
subsampled RTs"	0.9043	ADaM2021	KY	0.2
44635	"Random
subsampled RTs"	0.9194	ADaM2021	KY	0.25
44636	"Random
subsampled RTs"	0.9329	ADaM2021	KY	0.3
44637	"Random
subsampled RTs"	0.9388	ADaM2021	KY	0.35
44638	"Random
subsampled RTs"	0.9408	ADaM2021	KY	0.4
44639	"Random
subsampled RTs"	0.9438	ADaM2021	KY	0.45
44640	"Random
subsampled RTs"	0.9495	ADaM2021	KY	0.5
44641	"Random
subsampled RTs"	0.9521	ADaM2021	KY	0.55
44642	"Random
subsampled RTs"	0.9461	ADaM2021	KY	0.6
44643	"Random
subsampled RTs"	0.9312	ADaM2021	KY	0.65
44644	"Random
subsampled RTs"	0.9349	ADaM2021	KY	0.7
44645	"Random
subsampled RTs"	0.9449	ADaM2021	KY	0.75
44646	"Random
subsampled RTs"	0.9568	ADaM2021	KY	0.8
44647	"Random
subsampled RTs"	0.9734	ADaM2021	KY	0.85
44648	"Random
subsampled RTs"	0.981	ADaM2021	KY	0.9
44649	"Random
subsampled RTs"	0.9823	ADaM2021	KY	0.95
44650	"Random
subsampled RTs"	0.6636	Hart2017	AVANA	0.05
44651	"Random
subsampled RTs"	0.7017	Hart2017	AVANA	0.1
44652	"Random
subsampled RTs"	0.754	Hart2017	AVANA	0.15
44653	"Random
subsampled RTs"	0.8252	Hart2017	AVANA	0.2
44654	"Random
subsampled RTs"	0.8572	Hart2017	AVANA	0.25
44655	"Random
subsampled RTs"	0.8532	Hart2017	AVANA	0.3
44656	"Random
subsampled RTs"	0.8643	Hart2017	AVANA	0.35
44657	"Random
subsampled RTs"	0.8713	Hart2017	AVANA	0.4
44658	"Random
subsampled RTs"	0.8908	Hart2017	AVANA	0.45
44659	"Random
subsampled RTs"	0.8969	Hart2017	AVANA	0.5
44660	"Random
subsampled RTs"	0.9021	Hart2017	AVANA	0.55
44661	"Random
subsampled RTs"	0.883	Hart2017	AVANA	0.6
44662	"Random
subsampled RTs"	0.8988	Hart2017	AVANA	0.65
44663	"Random
subsampled RTs"	0.9161	Hart2017	AVANA	0.7
44664	"Random
subsampled RTs"	0.912	Hart2017	AVANA	0.75
44665	"Random
subsampled RTs"	0.9225	Hart2017	AVANA	0.8
44666	"Random
subsampled RTs"	0.9276	Hart2017	AVANA	0.85
44667	"Random
subsampled RTs"	0.933	Hart2017	AVANA	0.9
44668	"Random
subsampled RTs"	0.947	Hart2017	AVANA	0.95
44669	"Random
subsampled RTs"	0.8228	Hart2017	KY	0.05
44670	"Random
subsampled RTs"	0.811	Hart2017	KY	0.1
44671	"Random
subsampled RTs"	0.8317	Hart2017	KY	0.15
44672	"Random
subsampled RTs"	0.863	Hart2017	KY	0.2
44673	"Random
subsampled RTs"	0.8656	Hart2017	KY	0.25
44674	"Random
subsampled RTs"	0.9041	Hart2017	KY	0.3
44675	"Random
subsampled RTs"	0.9174	Hart2017	KY	0.35
44676	"Random
subsampled RTs"	0.9232	Hart2017	KY	0.4
44677	"Random
subsampled RTs"	0.9305	Hart2017	KY	0.45
44678	"Random
subsampled RTs"	0.9401	Hart2017	KY	0.5
44679	"Random
subsampled RTs"	0.9324	Hart2017	KY	0.55
44680	"Random
subsampled RTs"	0.9253	Hart2017	KY	0.6
44681	"Random
subsampled RTs"	0.9459	Hart2017	KY	0.65
44682	"Random
subsampled RTs"	0.9385	Hart2017	KY	0.7
44683	"Random
subsampled RTs"	0.9496	Hart2017	KY	0.75
44684	"Random
subsampled RTs"	0.9582	Hart2017	KY	0.8
44685	"Random
subsampled RTs"	0.9686	Hart2017	KY	0.85
44686	"Random
subsampled RTs"	0.9689	Hart2017	KY	0.9
44687	"Random
subsampled RTs"	0.9773	Hart2017	KY	0.95
44688	"Random
subsampled RTs"	0.8126	ADaM2021	AVANA	0.05
44689	"Random
subsampled RTs"	0.7874	ADaM2021	AVANA	0.1
44690	"Random
subsampled RTs"	0.8527	ADaM2021	AVANA	0.15
44691	"Random
subsampled RTs"	0.8702	ADaM2021	AVANA	0.2
44692	"Random
subsampled RTs"	0.8706	ADaM2021	AVANA	0.25
44693	"Random
subsampled RTs"	0.8835	ADaM2021	AVANA	0.3
44694	"Random
subsampled RTs"	0.9045	ADaM2021	AVANA	0.35
44695	"Random
subsampled RTs"	0.9143	ADaM2021	AVANA	0.4
44696	"Random
subsampled RTs"	0.9142	ADaM2021	AVANA	0.45
44697	"Random
subsampled RTs"	0.9127	ADaM2021	AVANA	0.5
44698	"Random
subsampled RTs"	0.9185	ADaM2021	AVANA	0.55
44699	"Random
subsampled RTs"	0.9374	ADaM2021	AVANA	0.6
44700	"Random
subsampled RTs"	0.9393	ADaM2021	AVANA	0.65
44701	"Random
subsampled RTs"	0.9426	ADaM2021	AVANA	0.7
44702	"Random
subsampled RTs"	0.9424	ADaM2021	AVANA	0.75
44703	"Random
subsampled RTs"	0.937	ADaM2021	AVANA	0.8
44704	"Random
subsampled RTs"	0.9509	ADaM2021	AVANA	0.85
44705	"Random
subsampled RTs"	0.9591	ADaM2021	AVANA	0.9
44706	"Random
subsampled RTs"	0.9659	ADaM2021	AVANA	0.95
44707	"Random
subsampled RTs"	0.8211	ADaM2021	KY	0.05
44708	"Random
subsampled RTs"	0.8646	ADaM2021	KY	0.1
44709	"Random
subsampled RTs"	0.8803	ADaM2021	KY	0.15
44710	"Random
subsampled RTs"	0.8798	ADaM2021	KY	0.2
44711	"Random
subsampled RTs"	0.9068	ADaM2021	KY	0.25
44712	"Random
subsampled RTs"	0.9308	ADaM2021	KY	0.3
44713	"Random
subsampled RTs"	0.9368	ADaM2021	KY	0.35
44714	"Random
subsampled RTs"	0.9437	ADaM2021	KY	0.4
44715	"Random
subsampled RTs"	0.9477	ADaM2021	KY	0.45
44716	"Random
subsampled RTs"	0.952	ADaM2021	KY	0.5
44717	"Random
subsampled RTs"	0.9571	ADaM2021	KY	0.55
44718	"Random
subsampled RTs"	0.9597	ADaM2021	KY	0.6
44719	"Random
subsampled RTs"	0.9631	ADaM2021	KY	0.65
44720	"Random
subsampled RTs"	0.9673	ADaM2021	KY	0.7
44721	"Random
subsampled RTs"	0.9693	ADaM2021	KY	0.75
44722	"Random
subsampled RTs"	0.9719	ADaM2021	KY	0.8
44723	"Random
subsampled RTs"	0.9779	ADaM2021	KY	0.85
44724	"Random
subsampled RTs"	0.9808	ADaM2021	KY	0.9
44725	"Random
subsampled RTs"	0.9829	ADaM2021	KY	0.95
44726	"Random
subsampled RTs"	0.7575	Hart2017	AVANA	0.05
44727	"Random
subsampled RTs"	0.7948	Hart2017	AVANA	0.1
44728	"Random
subsampled RTs"	0.7774	Hart2017	AVANA	0.15
44729	"Random
subsampled RTs"	0.8105	Hart2017	AVANA	0.2
44730	"Random
subsampled RTs"	0.8159	Hart2017	AVANA	0.25
44731	"Random
subsampled RTs"	0.8572	Hart2017	AVANA	0.3
44732	"Random
subsampled RTs"	0.87	Hart2017	AVANA	0.35
44733	"Random
subsampled RTs"	0.8781	Hart2017	AVANA	0.4
44734	"Random
subsampled RTs"	0.8902	Hart2017	AVANA	0.45
44735	"Random
subsampled RTs"	0.8924	Hart2017	AVANA	0.5
44736	"Random
subsampled RTs"	0.8997	Hart2017	AVANA	0.55
44737	"Random
subsampled RTs"	0.9058	Hart2017	AVANA	0.6
44738	"Random
subsampled RTs"	0.9156	Hart2017	AVANA	0.65
44739	"Random
subsampled RTs"	0.9091	Hart2017	AVANA	0.7
44740	"Random
subsampled RTs"	0.9272	Hart2017	AVANA	0.75
44741	"Random
subsampled RTs"	0.9284	Hart2017	AVANA	0.8
44742	"Random
subsampled RTs"	0.934	Hart2017	AVANA	0.85
44743	"Random
subsampled RTs"	0.9407	Hart2017	AVANA	0.9
44744	"Random
subsampled RTs"	0.9457	Hart2017	AVANA	0.95
44745	"Random
subsampled RTs"	0.8138	Hart2017	KY	0.05
44746	"Random
subsampled RTs"	0.8682	Hart2017	KY	0.1
44747	"Random
subsampled RTs"	0.891	Hart2017	KY	0.15
44748	"Random
subsampled RTs"	0.9089	Hart2017	KY	0.2
44749	"Random
subsampled RTs"	0.9204	Hart2017	KY	0.25
44750	"Random
subsampled RTs"	0.9262	Hart2017	KY	0.3
44751	"Random
subsampled RTs"	0.9291	Hart2017	KY	0.35
44752	"Random
subsampled RTs"	0.9311	Hart2017	KY	0.4
44753	"Random
subsampled RTs"	0.9305	Hart2017	KY	0.45
44754	"Random
subsampled RTs"	0.9411	Hart2017	KY	0.5
44755	"Random
subsampled RTs"	0.9484	Hart2017	KY	0.55
44756	"Random
subsampled RTs"	0.9519	Hart2017	KY	0.6
44757	"Random
subsampled RTs"	0.9564	Hart2017	KY	0.65
44758	"Random
subsampled RTs"	0.9578	Hart2017	KY	0.7
44759	"Random
subsampled RTs"	0.9639	Hart2017	KY	0.75
44760	"Random
subsampled RTs"	0.9654	Hart2017	KY	0.8
44761	"Random
subsampled RTs"	0.971	Hart2017	KY	0.85
44762	"Random
subsampled RTs"	0.9714	Hart2017	KY	0.9
44763	"Random
subsampled RTs"	0.9754	Hart2017	KY	0.95
44764	"Random
subsampled RTs"	0.7371	ADaM2021	AVANA	0.05
44765	"Random
subsampled RTs"	0.8085	ADaM2021	AVANA	0.1
44766	"Random
subsampled RTs"	0.8355	ADaM2021	AVANA	0.15
44767	"Random
subsampled RTs"	0.8519	ADaM2021	AVANA	0.2
44768	"Random
subsampled RTs"	0.8832	ADaM2021	AVANA	0.25
44769	"Random
subsampled RTs"	0.9035	ADaM2021	AVANA	0.3
44770	"Random
subsampled RTs"	0.9088	ADaM2021	AVANA	0.35
44771	"Random
subsampled RTs"	0.9143	ADaM2021	AVANA	0.4
44772	"Random
subsampled RTs"	0.9216	ADaM2021	AVANA	0.45
44773	"Random
subsampled RTs"	0.9227	ADaM2021	AVANA	0.5
44774	"Random
subsampled RTs"	0.9326	ADaM2021	AVANA	0.55
44775	"Random
subsampled RTs"	0.9362	ADaM2021	AVANA	0.6
44776	"Random
subsampled RTs"	0.9393	ADaM2021	AVANA	0.65
44777	"Random
subsampled RTs"	0.94	ADaM2021	AVANA	0.7
44778	"Random
subsampled RTs"	0.9498	ADaM2021	AVANA	0.75
44779	"Random
subsampled RTs"	0.953	ADaM2021	AVANA	0.8
44780	"Random
subsampled RTs"	0.957	ADaM2021	AVANA	0.85
44781	"Random
subsampled RTs"	0.957	ADaM2021	AVANA	0.9
44782	"Random
subsampled RTs"	0.9671	ADaM2021	AVANA	0.95
44783	"Random
subsampled RTs"	0.8362	ADaM2021	KY	0.05
44784	"Random
subsampled RTs"	0.8254	ADaM2021	KY	0.1
44785	"Random
subsampled RTs"	0.8705	ADaM2021	KY	0.15
44786	"Random
subsampled RTs"	0.9125	ADaM2021	KY	0.2
44787	"Random
subsampled RTs"	0.929	ADaM2021	KY	0.25
44788	"Random
subsampled RTs"	0.9306	ADaM2021	KY	0.3
44789	"Random
subsampled RTs"	0.9407	ADaM2021	KY	0.35
44790	"Random
subsampled RTs"	0.9458	ADaM2021	KY	0.4
44791	"Random
subsampled RTs"	0.9501	ADaM2021	KY	0.45
44792	"Random
subsampled RTs"	0.9507	ADaM2021	KY	0.5
44793	"Random
subsampled RTs"	0.9554	ADaM2021	KY	0.55
44794	"Random
subsampled RTs"	0.9548	ADaM2021	KY	0.6
44795	"Random
subsampled RTs"	0.9593	ADaM2021	KY	0.65
44796	"Random
subsampled RTs"	0.9636	ADaM2021	KY	0.7
44797	"Random
subsampled RTs"	0.9673	ADaM2021	KY	0.75
44798	"Random
subsampled RTs"	0.9727	ADaM2021	KY	0.8
44799	"Random
subsampled RTs"	0.9758	ADaM2021	KY	0.85
44800	"Random
subsampled RTs"	0.975	ADaM2021	KY	0.9
44801	"Random
subsampled RTs"	0.9827	ADaM2021	KY	0.95
44802	"Random
subsampled RTs"	0.7085	Hart2017	AVANA	0.05
44803	"Random
subsampled RTs"	0.5587	Hart2017	AVANA	0.1
44804	"Random
subsampled RTs"	0.5903	Hart2017	AVANA	0.15
44805	"Random
subsampled RTs"	0.6721	Hart2017	AVANA	0.2
44806	"Random
subsampled RTs"	0.6716	Hart2017	AVANA	0.25
44807	"Random
subsampled RTs"	0.7546	Hart2017	AVANA	0.3
44808	"Random
subsampled RTs"	0.7425	Hart2017	AVANA	0.35
44809	"Random
subsampled RTs"	0.7893	Hart2017	AVANA	0.4
44810	"Random
subsampled RTs"	0.8165	Hart2017	AVANA	0.45
44811	"Random
subsampled RTs"	0.8398	Hart2017	AVANA	0.5
