	Gene	Corrected fold-changes	category	gset	Library
1375	EXOSC4	-2.1974650197544885	Common	ADaM2021	Brunello
1376	BOP1	-3.168008833211072	Common	ADaM2021	Brunello
1377	CPSF1	-0.8934531900220689	Common	ADaM2021	Brunello
1378	VPS28	-2.5283757313346027	Common	ADaM2021	Brunello
1379	TONSL	-0.934482895117517	Common	ADaM2021	Brunello
1380	RECQL4	-3.1662308205342526	Common	ADaM2021	Brunello
1381	RPL8	-6.308754262483081	Common	ADaM2021	Brunello
1382	C8orf33	-0.6869761076819318	Common	ADaM2021	Brunello
1383	WASH1	-5.722464817456032	Common	ADaM2021	Brunello
1384	CBWD1	-0.9117609002816356	Common	ADaM2021	Brunello
1385	KCNV2	-0.2421754316558191	Exclusive	ADaM2021	Brunello
1386	KIAA0020	-0.4611285767209021	Common	ADaM2021	Brunello
1387	RCL1	-2.428978192599181	Common	ADaM2021	Brunello
1388	RIC1	-3.64571588487094	Common	ADaM2021	Brunello
1389	KIAA2026	-0.2742044648846974	Exclusive	ADaM2021	Brunello
1390	SNAPC3	-1.8719133787494844	Common	ADaM2021	Brunello
1391	C9orf92	-0.4139796280251288	Common	ADaM2021	Brunello
1392	RRAGA	-0.7801589887989713	Common	ADaM2021	Brunello
1393	HAUS6	-1.3292949428383216	Common	ADaM2021	Brunello
1394	RPS6	-3.948946690847108	Common	ADaM2021	Brunello
1395	IFNW1	-0.4508443352006318	Common	ADaM2021	Brunello
1396	C9orf72	-0.2285800014933108	Exclusive	ADaM2021	Brunello
1397	LINGO2	-0.2626397225255721	Exclusive	ADaM2021	Brunello
1398	DNAJA1	-0.4536423535421838	Common	ADaM2021	Brunello
1399	SMU1	-5.409679045351797	Common	ADaM2021	Brunello
1400	AQP7	-0.951076984869686	Common	ADaM2021	Brunello
1401	NOL6	-2.73808203436494	Common	ADaM2021	Brunello
1402	UBAP2	-0.2802595871709413	Exclusive	ADaM2021	Brunello
1403	UBAP1	-1.366094442321975	Common	ADaM2021	Brunello
1404	KIF24	-0.3794743908147263	Common	ADaM2021	Brunello
1405	ENHO	-0.3443377962971926	Common	ADaM2021	Brunello
1406	DCTN3	-0.3241273841887634	Common	ADaM2021	Brunello
1407	VCP	-4.949457996182613	Common	ADaM2021	Brunello
1408	TLN1	-1.354328775900354	Common	ADaM2021	Brunello
1409	RGP1	-2.223574940121759	Common	ADaM2021	Brunello
1410	ZCCHC7	-0.5632860820626139	Common	ADaM2021	Brunello
1411	POLR1E	-1.274302637284102	Common	ADaM2021	Brunello
1412	EXOSC3	-2.614631602696886	Common	ADaM2021	Brunello
1413	ANKRD20A2	-0.4615925646970326	Common	ADaM2021	Brunello
1414	FOXD4L6	-0.8334644796751675	Common	ADaM2021	Brunello
1415	CBWD6	-0.7728184722813245	Common	ADaM2021	Brunello
1416	SPATA31A6	-0.5439645358374219	Common	ADaM2021	Brunello
1417	SPATA31A5	-0.3357514250599197	Common	ADaM2021	Brunello
1418	ANKRD20A4	-0.50453823603147	Common	ADaM2021	Brunello
1419	FOXD4L5	-0.3206100215170597	Common	ADaM2021	Brunello
1420	CBWD5	-2.62693259003729	Common	ADaM2021	Brunello
1421	FOXD4L4	-0.9824601725901384	Common	ADaM2021	Brunello
1422	ANKRD20A3	-0.6194774771406307	Common	ADaM2021	Brunello
1423	SPATA31A3	-0.5484059786128186	Common	ADaM2021	Brunello
1424	ANKRD20A1	-1.3454856284104646	Common	ADaM2021	Brunello
1425	CBWD3	-1.2277987004248383	Common	ADaM2021	Brunello
1426	FOXD4L3	-0.7767100338830977	Common	ADaM2021	Brunello
1427	FAM189A2	-0.2544860211034954	Exclusive	ADaM2021	Brunello
1428	MAMDC2	-0.2939760689662157	Exclusive	ADaM2021	Brunello
1429	SMC5	-1.386762816209147	Common	ADaM2021	Brunello
1430	TMEM2	-0.3272587992099749	Common	ADaM2021	Brunello
1431	RFK	-0.2402621269740965	Exclusive	ADaM2021	Brunello
1432	VPS13A	-0.737938226204526	Common	ADaM2021	Brunello
1433	GNA14	-0.2489628860823947	Exclusive	ADaM2021	Brunello
1434	HNRNPK	-3.0446269561196524	Common	ADaM2021	Brunello
1435	RMI1	-2.596655768887675	Common	ADaM2021	Brunello
1436	NAA35	-1.831207063091301	Common	ADaM2021	Brunello
1437	ISCA1	-0.6400939847352958	Common	ADaM2021	Brunello
1438	NXNL2	-0.4505715445277896	Common	ADaM2021	Brunello
1439	SECISBP2	-0.4905351163797496	Common	ADaM2021	Brunello
1440	GADD45G	-0.2542780529453263	Exclusive	ADaM2021	Brunello
1441	SPTLC1	-0.3349984757153758	Common	ADaM2021	Brunello
1442	IARS	-5.1377680744701415	Common	ADaM2021	Brunello
1443	NOL8	-1.238172767005961	Common	ADaM2021	Brunello
1444	CENPP	-0.241901500406315	Exclusive	ADaM2021	Brunello
1445	ZNF169	-0.2765520212526013	Exclusive	ADaM2021	Brunello
1446	NUTM2F	-0.4356544780188464	Common	ADaM2021	Brunello
1447	FBP1	-0.2857134899270653	Exclusive	ADaM2021	Brunello
1448	HSD17B3	-0.5872305447043099	Common	ADaM2021	Brunello
1449	ZNF510	-0.2341266079792833	Exclusive	ADaM2021	Brunello
1450	NUTM2G	-0.2908820372556365	Exclusive	ADaM2021	Brunello
1451	NCBP1	-2.220825039409958	Common	ADaM2021	Brunello
1452	C9orf156	-0.3256565738815229	Common	ADaM2021	Brunello
1453	TGFBR1	-0.2410754367536051	Exclusive	ADaM2021	Brunello
1454	ALG2	-4.55354834173719	Common	ADaM2021	Brunello
1455	SEC61B	-0.802812821348296	Common	ADaM2021	Brunello
1456	TEX10	-1.3055387714807385	Common	ADaM2021	Brunello
1457	MRPL50	-0.301687142785478	Exclusive	ADaM2021	Brunello
1458	RNF20	-1.5760799184603185	Common	ADaM2021	Brunello
1459	SMC2	-5.441129573776903	Common	ADaM2021	Brunello
1460	SLC44A1	-0.3135503150982554	Exclusive	ADaM2021	Brunello
1461	IKBKAP	-1.2892370028754585	Common	ADaM2021	Brunello
1462	FAM206A	-0.3577120653884485	Common	ADaM2021	Brunello
1463	TXN	-2.417231677313948	Common	ADaM2021	Brunello
1464	INIP	-0.5015532932619	Common	ADaM2021	Brunello
1465	SLC31A2	-0.8290457712097616	Common	ADaM2021	Brunello
1466	CDC26	-0.3361369329040535	Common	ADaM2021	Brunello
1467	PRPF4	-2.048929229676765	Common	ADaM2021	Brunello
1468	ATP6V1G1	-4.277167888197497	Common	ADaM2021	Brunello
1469	C5	-0.4386826825674041	Common	ADaM2021	Brunello
1470	RAB14	-0.2454984929538668	Exclusive	ADaM2021	Brunello
1471	PDCL	-0.2582198288791311	Exclusive	ADaM2021	Brunello
1472	LHX2	-0.4012806640445347	Common	ADaM2021	Brunello
1473	PSMB7	-3.763767088841105	Common	ADaM2021	Brunello
1474	RPL35	-4.000604749423741	Common	ADaM2021	Brunello
1475	PPP6C	-1.4426175803289722	Common	ADaM2021	Brunello
1476	HSPA5	-2.4056426819660137	Common	ADaM2021	Brunello
1477	RALGPS1	-0.4630226012589855	Common	ADaM2021	Brunello
1478	RPL12	-3.469578172836952	Common	ADaM2021	Brunello
1479	CDK9	-2.941790961516608	Common	ADaM2021	Brunello
1480	FPGS	-0.5538589046791103	Common	ADaM2021	Brunello
1481	DPM2	-0.3001154697347311	Exclusive	ADaM2021	Brunello
1482	SLC25A25	-0.4613353025930017	Common	ADaM2021	Brunello
1483	URM1	-0.7863518932499296	Common	ADaM2021	Brunello
1484	GLE1	-0.5942314415055695	Common	ADaM2021	Brunello
1485	SET	-0.321938599983831	Common	ADaM2021	Brunello
1486	C9orf114	-2.207682471279629	Common	ADaM2021	Brunello
1487	DOLK	-1.5142442222014254	Common	ADaM2021	Brunello
1488	PPP2R4	-1.8865816128567403	Common	ADaM2021	Brunello
1489	TOR1A	-0.3884991646514397	Common	ADaM2021	Brunello
1490	EXOSC2	-3.309781457886189	Common	ADaM2021	Brunello
1491	NUP214	-1.3309234964559495	Common	ADaM2021	Brunello
1492	RAPGEF1	-0.5961268919083638	Common	ADaM2021	Brunello
1493	MED27	-0.6720932316893806	Common	ADaM2021	Brunello
1494	TTF1	-1.0429603527591862	Common	ADaM2021	Brunello
1495	C9orf171	-0.3269698654001158	Common	ADaM2021	Brunello
1496	GTF3C4	-1.3552054697157632	Common	ADaM2021	Brunello
1497	GTF3C5	-1.8556761606687	Common	ADaM2021	Brunello
1498	SURF6	-2.2170151883951563	Common	ADaM2021	Brunello
1499	MED22	-0.2984393025653326	Exclusive	ADaM2021	Brunello
1500	RPL7A	-3.200034431125564	Common	ADaM2021	Brunello
1501	WDR5	-1.8041310914348052	Common	ADaM2021	Brunello
1502	MRPS2	-1.0674185901631326	Common	ADaM2021	Brunello
1503	OBP2A	-0.3341090574070591	Common	ADaM2021	Brunello
1504	GLT6D1	-0.3090798734527558	Exclusive	ADaM2021	Brunello
1505	DNLZ	-1.5911990177215547	Common	ADaM2021	Brunello
1506	SNAPC4	-1.4290695263872917	Common	ADaM2021	Brunello
1507	PMPCA	-3.0913923946639126	Common	ADaM2021	Brunello
1508	SEC16A	-1.0387395389091634	Common	ADaM2021	Brunello
1509	ANAPC2	-3.1952573076143285	Common	ADaM2021	Brunello
1510	NDOR1	-1.5434585109422887	Common	ADaM2021	Brunello
1511	TUBB4B	-1.808005327578512	Common	ADaM2021	Brunello
1512	NELFB	-1.5789160955013664	Common	ADaM2021	Brunello
1513	MRPL41	-0.7179716412380398	Common	ADaM2021	Brunello
1514	TUBB8	-1.6959579988691127	Common	ADaM2021	Brunello
1515	GTPBP4	-3.7889593836612208	Common	ADaM2021	Brunello
1516	IDI1	-0.7028232831940522	Common	ADaM2021	Brunello
1517	PFKP	-0.4457310588283547	Common	ADaM2021	Brunello
1518	KLF6	-0.8404819979183169	Common	ADaM2021	Brunello
1519	TUBAL3	-0.2475864386945585	Exclusive	ADaM2021	Brunello
1520	RBM17	-2.3500604373880147	Common	ADaM2021	Brunello
1521	KIN	-1.306652058428641	Common	ADaM2021	Brunello
1522	ATP5C1	-0.3495410838807379	Common	ADaM2021	Brunello
1523	TAF3	-0.5198189925387696	Common	ADaM2021	Brunello
1524	UPF2	-1.1384585906632658	Common	ADaM2021	Brunello
1525	CDC123	-1.825209006458092	Common	ADaM2021	Brunello
1526	MCM10	-0.7690236174472813	Common	ADaM2021	Brunello
1527	SEPHS1	-0.2630481490073259	Exclusive	ADaM2021	Brunello
1528	PRPF18	-0.3057115889323646	Exclusive	ADaM2021	Brunello
1529	HSPA14	-0.387034930014012	Common	ADaM2021	Brunello
1530	RPP38	-1.4126486295429952	Common	ADaM2021	Brunello
1531	RSU1	-0.2490039356940059	Exclusive	ADaM2021	Brunello
1532	ARL5B	-0.4894296308753929	Common	ADaM2021	Brunello
1533	EBLN1	-0.4487153794333415	Common	ADaM2021	Brunello
1534	COMMD3	-0.2812365694684834	Exclusive	ADaM2021	Brunello
1535	PDSS1	-0.4188152819960049	Common	ADaM2021	Brunello
1536	ABI1	-0.6314662759039731	Common	ADaM2021	Brunello
1537	YME1L1	-0.6143707818055409	Common	ADaM2021	Brunello
1538	MASTL	-1.4280752430722632	Common	ADaM2021	Brunello
1539	WAC	-0.8871556322583093	Common	ADaM2021	Brunello
1540	BAMBI	-0.2733070067717387	Exclusive	ADaM2021	Brunello
1541	KIAA1462	-0.4235640185682123	Common	ADaM2021	Brunello
1542	MTPAP	-1.0328557091315436	Common	ADaM2021	Brunello
1543	EPC1	-0.97310331436581	Common	ADaM2021	Brunello
1544	BMS1	-1.535814885485718	Common	ADaM2021	Brunello
1545	CSGALNACT2	-0.3826384967678793	Common	ADaM2021	Brunello
1546	RASGEF1A	-0.3421396308951679	Common	ADaM2021	Brunello
1547	CXCL12	-0.2880915830449797	Exclusive	ADaM2021	Brunello
1548	C10orf10	-0.2361335796584672	Exclusive	ADaM2021	Brunello
1549	ALOX5	-0.2348805361796178	Exclusive	ADaM2021	Brunello
1550	AGAP4	-0.6222622912281052	Common	ADaM2021	Brunello
1551	FAM25G	-1.1538088075337671	Common	ADaM2021	Brunello
1552	AGAP9	-1.1575264590809922	Common	ADaM2021	Brunello
1553	FAM25C	-0.7407596878664406	Common	ADaM2021	Brunello
1554	AGAP6	-0.7539524798999279	Common	ADaM2021	Brunello
1555	ASAH2B	-0.3484013861059743	Common	ADaM2021	Brunello
1556	TFAM	-1.1431106380759468	Common	ADaM2021	Brunello
1557	CDK1	-4.456478152343623	Common	ADaM2021	Brunello
1558	ARID5B	-0.343254018201094	Common	ADaM2021	Brunello
1559	JMJD1C	-0.792461513151812	Common	ADaM2021	Brunello
1560	LRRTM3	-0.3285315629004581	Common	ADaM2021	Brunello
1561	DNAJC12	-0.384562319451681	Common	ADaM2021	Brunello
1562	DNA2	-5.518220664272143	Common	ADaM2021	Brunello
1563	CCAR1	-0.6722650897849046	Common	ADaM2021	Brunello
1564	DDX21	-3.5940202574134608	Common	ADaM2021	Brunello
1565	KIF1BP	-0.6720240870085432	Common	ADaM2021	Brunello
1566	VPS26A	-0.964179678548834	Common	ADaM2021	Brunello
1567	SUPV3L1	-0.7010857223898308	Common	ADaM2021	Brunello
1568	PPA1	-0.7707532127196635	Common	ADaM2021	Brunello
1569	PSAP	-0.4750896667888022	Common	ADaM2021	Brunello
1570	ECD	-5.170798365357425	Common	ADaM2021	Brunello
1571	SYNPO2L	-0.453363060247818	Common	ADaM2021	Brunello
1572	AGAP5	-0.4756995048430051	Common	ADaM2021	Brunello
1573	ZSWIM8	-0.3557232250921957	Common	ADaM2021	Brunello
1574	VCL	-0.2892249019737699	Exclusive	ADaM2021	Brunello
1575	AP3M1	-0.7227690213746629	Common	ADaM2021	Brunello
1576	DLG5	-0.3781817032098679	Common	ADaM2021	Brunello
1577	POLR3A	-3.215888769050764	Common	ADaM2021	Brunello
1578	RPS24	-4.639701484387509	Common	ADaM2021	Brunello
1579	ZMIZ1	-0.6456735073547597	Common	ADaM2021	Brunello
1580	EIF5AL1	-0.3117665016637509	Exclusive	ADaM2021	Brunello
1581	NUTM2B	-0.377663853866261	Common	ADaM2021	Brunello
1582	MAT1A	-0.2984521456321873	Exclusive	ADaM2021	Brunello
1583	WAPAL	-1.654329699256884	Common	ADaM2021	Brunello
1584	OPN4	-0.2533904894268258	Exclusive	ADaM2021	Brunello
1585	BMPR1A	-0.2777216619776751	Exclusive	ADaM2021	Brunello
1586	MMRN2	-0.5174565418129726	Common	ADaM2021	Brunello
1587	AGAP11	-0.2632323786919803	Exclusive	ADaM2021	Brunello
1588	FAM25A	-0.7470976015465146	Common	ADaM2021	Brunello
1589	NUTM2A	-0.3538374345891646	Common	ADaM2021	Brunello
1590	RPP30	-2.3802419993621964	Common	ADaM2021	Brunello
1591	MARCH5	-0.4443260843844446	Common	ADaM2021	Brunello
1592	IDE	-0.3594883978034086	Common	ADaM2021	Brunello
1593	KIF11	-3.7965469734067296	Common	ADaM2021	Brunello
1594	EXOC6	-0.6669045815585473	Common	ADaM2021	Brunello
1595	NOC3L	-1.0347827009176735	Common	ADaM2021	Brunello
1596	TBC1D12	-0.2619968993756877	Exclusive	ADaM2021	Brunello
1597	ENTPD1	-0.3032594365919241	Exclusive	ADaM2021	Brunello
1598	CC2D2B	-0.3267203245656485	Common	ADaM2021	Brunello
1599	TM9SF3	-0.322253622262223	Common	ADaM2021	Brunello
1600	LCOR	-0.4787187584048326	Common	ADaM2021	Brunello
1601	C10orf12	-0.266631607272624	Exclusive	ADaM2021	Brunello
1602	RRP12	-2.2946338734741474	Common	ADaM2021	Brunello
1603	PGAM1	-2.4985094538197483	Common	ADaM2021	Brunello
1604	MMS19	-1.438641432815947	Common	ADaM2021	Brunello
1605	SLC25A28	-0.4262588939539856	Common	ADaM2021	Brunello
1606	CPN1	-0.2601801702166368	Exclusive	ADaM2021	Brunello
1607	ERLIN1	-0.2548283603720839	Exclusive	ADaM2021	Brunello
1608	CWF19L1	-0.3963808225731225	Common	ADaM2021	Brunello
1609	BLOC1S2	-0.537587172846136	Common	ADaM2021	Brunello
1610	SCD	-5.552657203702839	Common	ADaM2021	Brunello
1611	MRPL43	-0.3911110257087468	Common	ADaM2021	Brunello
1612	C10orf2	-0.6334851393278492	Common	ADaM2021	Brunello
1613	PPRC1	-0.2573882448612042	Exclusive	ADaM2021	Brunello
1614	NOLC1	-0.6160091820929888	Common	ADaM2021	Brunello
1615	GBF1	-2.396705100209592	Common	ADaM2021	Brunello
1616	ACTR1A	-1.4072340661556046	Common	ADaM2021	Brunello
1617	RPEL1	-0.2669850597299583	Exclusive	ADaM2021	Brunello
1618	TAF5	-0.6549747649394502	Common	ADaM2021	Brunello
1619	PDCD11	-1.215965773107451	Common	ADaM2021	Brunello
1620	OBFC1	-1.0098333711724474	Common	ADaM2021	Brunello
1621	SMNDC1	-0.8681913112599631	Common	ADaM2021	Brunello
1622	SMC3	-2.173782719589303	Common	ADaM2021	Brunello
1623	SHOC2	-0.2322937346318785	Exclusive	ADaM2021	Brunello
1624	VTI1A	-0.7047624823154737	Common	ADaM2021	Brunello
1625	TCF7L2	-1.41258309544578	Common	ADaM2021	Brunello
1626	NHLRC2	-3.3082166576201977	Common	ADaM2021	Brunello
1627	CCDC186	-0.629318176702303	Common	ADaM2021	Brunello
1628	AFAP1L2	-0.2386333561184272	Exclusive	ADaM2021	Brunello
1629	ABLIM1	-0.5390072806440193	Common	ADaM2021	Brunello
1630	FAM160B1	-0.3740701501648426	Common	ADaM2021	Brunello
1631	EIF3A	-3.3976914947659336	Common	ADaM2021	Brunello
1632	SFXN4	-0.3878743706604841	Common	ADaM2021	Brunello
1633	MCMBP	-2.6847038292446435	Common	ADaM2021	Brunello
1634	SEC23IP	-0.2636090913151698	Exclusive	ADaM2021	Brunello
1635	WDR11	-0.3153818115187013	Exclusive	ADaM2021	Brunello
1636	NSMCE4A	-1.365499377728665	Common	ADaM2021	Brunello
1637	PSTK	-0.8572320373011338	Common	ADaM2021	Brunello
1638	BUB3	-5.641285579941838	Common	ADaM2021	Brunello
1639	LHPP	-0.2651748883123088	Exclusive	ADaM2021	Brunello
1640	ZRANB1	-0.2289508893390878	Exclusive	ADaM2021	Brunello
1641	CTBP2	-0.4221596156230309	Common	ADaM2021	Brunello
1642	MMP21	-0.2379910399792333	Exclusive	ADaM2021	Brunello
1643	BCCIP	-0.3817038404863775	Common	ADaM2021	Brunello
1644	DOCK1	-0.4809894277147497	Common	ADaM2021	Brunello
1645	TUBGCP2	-4.1558963853279565	Common	ADaM2021	Brunello
1646	ZNF511	-0.3021245957167048	Exclusive	ADaM2021	Brunello
1647	PAOX	-0.3418315579306147	Common	ADaM2021	Brunello
1648	FRG2B	-0.6632149156726638	Common	ADaM2021	Brunello
1649	PSMD13	-1.5207438484381717	Common	ADaM2021	Brunello
1650	IFITM3	-0.734458674016649	Common	ADaM2021	Brunello
1651	TALDO1	-0.2730669784055262	Exclusive	ADaM2021	Brunello
1652	CEND1	-0.2380717605329063	Exclusive	ADaM2021	Brunello
1653	SLC25A22	-0.703720268640836	Common	ADaM2021	Brunello
1654	RPLP2	-3.730597900392618	Common	ADaM2021	Brunello
1655	CRACR2B	-0.4097135524347078	Common	ADaM2021	Brunello
1656	POLR2L	-5.901324409231371	Common	ADaM2021	Brunello
1657	TOLLIP	-0.3569029141207411	Common	ADaM2021	Brunello
1658	BRSK2	-0.3212559486454454	Common	ADaM2021	Brunello
1659	MOB2	-0.310794243591047	Exclusive	ADaM2021	Brunello
1660	DUSP8	-0.3056567954918309	Exclusive	ADaM2021	Brunello
1661	KRTAP5-3	-0.3274174512125076	Common	ADaM2021	Brunello
1662	KRTAP5-6	-0.5877449474920798	Common	ADaM2021	Brunello
1663	INS-IGF2	-0.2607093449669485	Exclusive	ADaM2021	Brunello
1664	KCNQ1	-0.2671140064338274	Exclusive	ADaM2021	Brunello
1665	NAP1L4	-0.2961477491126575	Exclusive	ADaM2021	Brunello
1666	CARS	-4.232450084774901	Common	ADaM2021	Brunello
1667	NUP98	-2.9691680501385567	Common	ADaM2021	Brunello
1668	RRM1	-3.130012197342277	Common	ADaM2021	Brunello
1669	ILK	-1.9937923727490825	Common	ADaM2021	Brunello
1670	TAF10	-1.213420499235183	Common	ADaM2021	Brunello
1671	MRPL17	-0.3386272341288513	Common	ADaM2021	Brunello
1672	EIF3F	-1.5722010526103796	Common	ADaM2021	Brunello
1673	RPL27A	-3.499561337033672	Common	ADaM2021	Brunello
1674	TMEM41B	-1.5705205841660437	Common	ADaM2021	Brunello
1675	IPO7	-1.3499614843657903	Common	ADaM2021	Brunello
1676	WEE1	-2.2873311987287286	Common	ADaM2021	Brunello
1677	CTR9	-1.5938327156314065	Common	ADaM2021	Brunello
1678	EIF4G2	-1.0214659670103865	Common	ADaM2021	Brunello
1679	USP47	-0.3200945667370028	Common	ADaM2021	Brunello
1680	PARVA	-0.8774248613004141	Common	ADaM2021	Brunello
1681	TEAD1	-0.3043567871151493	Exclusive	ADaM2021	Brunello
1682	RRAS2	-0.6876092324950929	Common	ADaM2021	Brunello
1683	COPB1	-2.2549443782477545	Common	ADaM2021	Brunello
1684	PSMA1	-1.675073002755451	Common	ADaM2021	Brunello
1685	CALCA	-0.6998280347575783	Common	ADaM2021	Brunello
1686	C11orf58	-0.2662309431587112	Exclusive	ADaM2021	Brunello
1687	RPS13	-5.435919624742224	Common	ADaM2021	Brunello
1688	PIK3C2A	-0.3276607469508594	Common	ADaM2021	Brunello
1689	NCR3LG1	-0.3208852297306179	Common	ADaM2021	Brunello
1690	TPH1	-0.238905253087763	Exclusive	ADaM2021	Brunello
1691	SAAL1	-0.3222809303418336	Common	ADaM2021	Brunello
1692	SAA2	-0.3032994799574405	Exclusive	ADaM2021	Brunello
1693	HPS5	-0.5032851551328675	Common	ADaM2021	Brunello
1694	GTF2H1	-1.4336427482922005	Common	ADaM2021	Brunello
1695	TSG101	-0.9485516337833392	Common	ADaM2021	Brunello
1696	ANO3	-0.3939229812203959	Common	ADaM2021	Brunello
1697	LIN7C	-0.5188311349102126	Common	ADaM2021	Brunello
1698	KIF18A	-4.779668499211915	Common	ADaM2021	Brunello
1699	METTL15	-0.6851074075579782	Common	ADaM2021	Brunello
1700	DNAJC24	-0.3433583856937617	Common	ADaM2021	Brunello
1701	IMMP1L	-0.2321927224216657	Exclusive	ADaM2021	Brunello
1702	ELP4	-0.554382894255314	Common	ADaM2021	Brunello
1703	EIF3M	-0.8344885305705785	Common	ADaM2021	Brunello
1704	CSTF3	-1.3762976644520744	Common	ADaM2021	Brunello
1705	CAPRIN1	-0.7801946922883809	Common	ADaM2021	Brunello
1706	NAT10	-1.5210414524186917	Common	ADaM2021	Brunello
1707	APIP	-0.3376702454305955	Common	ADaM2021	Brunello
1708	FJX1	-0.2378875772214132	Exclusive	ADaM2021	Brunello
1709	HSD17B12	-1.3776835210999048	Common	ADaM2021	Brunello
1710	EXT2	-0.4779479570942194	Common	ADaM2021	Brunello
1711	CKAP5	-3.59354841578854	Common	ADaM2021	Brunello
1712	PSMC3	-3.176177645960042	Common	ADaM2021	Brunello
1713	PTPMT1	-1.3728847158207669	Common	ADaM2021	Brunello
1714	MTCH2	-1.4511994169547542	Common	ADaM2021	Brunello
1715	FNBP4	-0.7301337427969039	Common	ADaM2021	Brunello
1716	NUP160	-2.0258695503243738	Common	ADaM2021	Brunello
1717	TRIM64C	-0.3802221892270457	Common	ADaM2021	Brunello
1718	TRIM48	-0.3417558639904672	Common	ADaM2021	Brunello
1719	OR5I1	-0.2323828326784697	Exclusive	ADaM2021	Brunello
1720	SSRP1	-1.8764844348853669	Common	ADaM2021	Brunello
1721	TIMM10	-3.579883011227134	Common	ADaM2021	Brunello
1722	CLP1	-3.6324224179604174	Common	ADaM2021	Brunello
1723	MED19	-0.4864421602442962	Common	ADaM2021	Brunello
1724	TMX2	-0.8318907135327132	Common	ADaM2021	Brunello
1725	FAM111B	-0.3831746240670275	Common	ADaM2021	Brunello
1726	OSBP	-1.0191241139381406	Common	ADaM2021	Brunello
1727	MRPL16	-0.9102958513491094	Common	ADaM2021	Brunello
1728	OOSP2	-0.2701630021068844	Exclusive	ADaM2021	Brunello
1729	MS4A1	-0.2817824076701998	Exclusive	ADaM2021	Brunello
1730	CCDC86	-0.5206090910849879	Common	ADaM2021	Brunello
1731	ZP1	-0.3244789248178833	Common	ADaM2021	Brunello
1732	PRPF19	-5.856495467781026	Common	ADaM2021	Brunello
1733	DDB1	-1.8119275312578984	Common	ADaM2021	Brunello
1734	TMEM258	-1.6058698963911795	Common	ADaM2021	Brunello
1735	FEN1	-1.2058278060819447	Common	ADaM2021	Brunello
1736	FTH1	-0.6824294096328858	Common	ADaM2021	Brunello
1737	INCENP	-0.860597949993612	Common	ADaM2021	Brunello
1738	EEF1G	-1.785754694883795	Common	ADaM2021	Brunello
1739	TUT1	-5.206855642679394	Common	ADaM2021	Brunello
1740	INTS5	-1.3952276590859105	Common	ADaM2021	Brunello
1741	BSCL2	-0.5372087345161682	Common	ADaM2021	Brunello
1742	POLR2G	-2.3530006515840185	Common	ADaM2021	Brunello
1743	NXF1	-2.288934719509299	Common	ADaM2021	Brunello
1744	WDR74	-3.141624771327912	Common	ADaM2021	Brunello
1745	MARK2	-0.5630099814420066	Common	ADaM2021	Brunello
1746	STIP1	-0.4938737931737121	Common	ADaM2021	Brunello
1747	ESRRA	-0.3510619652704577	Common	ADaM2021	Brunello
1748	TRMT112	-2.213910367637665	Common	ADaM2021	Brunello
1749	CCDC88B	-0.4194347356288969	Common	ADaM2021	Brunello
1750	SF1	-2.510457466408184	Common	ADaM2021	Brunello
1751	MEN1	-0.5588418265463312	Common	ADaM2021	Brunello
1752	ARL2	-2.084741840045912	Common	ADaM2021	Brunello
1753	CDCA5	-1.0699704752704806	Common	ADaM2021	Brunello
1754	VPS51	-2.498380867877819	Common	ADaM2021	Brunello
1755	ZNHIT2	-4.344025398287388	Common	ADaM2021	Brunello
1756	FAU	-4.162080492128951	Common	ADaM2021	Brunello
1757	POLA2	-1.5447085400947531	Common	ADaM2021	Brunello
1758	DPF2	-0.714300252754534	Common	ADaM2021	Brunello
1759	KAT5	-2.33369462864336	Common	ADaM2021	Brunello
1760	EIF1AD	-2.088490789152878	Common	ADaM2021	Brunello
